task,seed,step,reward
CartpoleSwingupSparse,1,0,0.0
CartpoleSwingupSparse,1,562944,0.8984375
CartpoleSwingupSparse,1,1117696,333.3671875
CartpoleSwingupSparse,1,1672448,782.828125
CartpoleSwingupSparse,1,2227200,829.8984375
CartpoleSwingupSparse,1,2781952,751.28125
CartpoleSwingupSparse,1,3336704,831.1015625
CartpoleSwingupSparse,1,3891456,830.515625
CartpoleSwingupSparse,1,4446208,833.1484375
CartpoleSwingupSparse,1,5000960,836.8125
CartpoleSwingupSparse,2,0,0.0
CartpoleSwingupSparse,2,562944,0.0
CartpoleSwingupSparse,2,1117696,0.0
CartpoleSwingupSparse,2,1672448,0.0
CartpoleSwingupSparse,2,2227200,0.0
CartpoleSwingupSparse,2,2781952,0.0
CartpoleSwingupSparse,2,3336704,0.0
CartpoleSwingupSparse,2,3891456,0.0
CartpoleSwingupSparse,2,4446208,0.0
CartpoleSwingupSparse,2,5000960,0.0
CartpoleSwingupSparse,3,0,0.078125
CartpoleSwingupSparse,3,562944,0.0
CartpoleSwingupSparse,3,1117696,0.0
CartpoleSwingupSparse,3,1672448,0.0
CartpoleSwingupSparse,3,2227200,0.0
CartpoleSwingupSparse,3,2781952,0.0
CartpoleSwingupSparse,3,3336704,0.0
CartpoleSwingupSparse,3,3891456,0.0
CartpoleSwingupSparse,3,4446208,0.0
CartpoleSwingupSparse,3,5000960,0.0
CartpoleSwingupSparse,4,0,0.0
CartpoleSwingupSparse,4,562944,0.0
CartpoleSwingupSparse,4,1117696,0.0
CartpoleSwingupSparse,4,1672448,0.0
CartpoleSwingupSparse,4,2227200,439.609375
CartpoleSwingupSparse,4,2781952,772.40625
CartpoleSwingupSparse,4,3336704,790.7421875
CartpoleSwingupSparse,4,3891456,788.765625
CartpoleSwingupSparse,4,4446208,794.34375
CartpoleSwingupSparse,4,5000960,796.7265625
CartpoleSwingupSparse,5,0,0.0
CartpoleSwingupSparse,5,562944,3.578125
CartpoleSwingupSparse,5,1117696,25.375
CartpoleSwingupSparse,5,1672448,679.2421875
CartpoleSwingupSparse,5,2227200,783.4375
CartpoleSwingupSparse,5,2781952,784.046875
CartpoleSwingupSparse,5,3336704,795.515625
CartpoleSwingupSparse,5,3891456,790.6953125
CartpoleSwingupSparse,5,4446208,794.703125
CartpoleSwingupSparse,5,5000960,799.625
