step,eval_type,seed,full_reward_rate,standing_rate,fall_count,time_to_first_full
250112,pi,2,0.0038,0.0146,0.4,634.0
250112,mppi,2,0.0020,0.0071,0.25,760.625
500224,pi,2,0.0168,0.1096,1.8,430.2
500224,mppi,2,0.0049,0.0451,0.75,775.625
750080,pi,2,0.0554,0.1010,3.2,58.8
750080,mppi,2,0.0260,0.0570,2.0,305.25
1000192,pi,2,0.0560,0.0956,2.8,59.2
1000192,mppi,2,0.0521,0.0817,2.75,46.125
1250048,pi,2,0.0712,0.1046,4.0,44.0
1250048,mppi,2,0.0596,0.0981,3.75,48.625
1500160,pi,2,0.0354,0.1032,2.8,275.2
1500160,mppi,2,0.0419,0.1471,6.25,180.25
1750016,pi,2,0.0068,0.0120,0.8,810.4
1750016,mppi,2,0.0244,0.0485,1.625,406.625
2000128,pi,2,0.0584,0.0750,3.0,50.6
2000128,mppi,2,0.0473,0.0666,3.625,45.75
2250240,pi,2,0.0554,0.0944,3.0,82.2
2250240,mppi,2,0.0460,0.0738,3.125,53.5
