task,seed,step,reward
BallInCup,3,59965440,927.2983
BallInCup,3,60948480,429.4268
BallInCup,3,61931520,935.7466
BallInCup,3,62914560,925.0811
BallInCup,3,63897600,935.4512
BallInCup,3,64880640,932.6650
BallInCup,3,65863680,936.4087
BallInCup,3,66846720,852.3179
BallInCup,3,67829760,902.5864
BallInCup,3,68812800,923.2568
BallInCup,3,69795840,928.0464
BallInCup,3,70778880,930.6519
BallInCup,3,71761920,930.6577
BallInCup,3,72744960,934.2847
BallInCup,3,73728000,928.5820
BallInCup,3,74711040,933.9014
BallInCup,4,1966080,47.6597
BallInCup,4,2949120,173.8252
BallInCup,4,3932160,339.4443
BallInCup,4,4915200,384.1147
BallInCup,4,5898240,445.1714
BallInCup,4,6881280,487.2729
BallInCup,4,7864320,507.6963
BallInCup,4,8847360,539.4399
BallInCup,4,9830400,582.4429
BallInCup,4,10813440,619.9214
BallInCup,4,11796480,673.8735
BallInCup,4,12779520,702.5425
BallInCup,4,13762560,764.7808
BallInCup,4,14745600,804.3530
BallInCup,4,15728640,846.2188
BallInCup,4,16711680,864.7148
BallInCup,4,17694720,879.0791
BallInCup,4,18677760,885.9395
BallInCup,4,19660800,891.6157
BallInCup,4,20643840,885.4575
BallInCup,4,21626880,897.3911
BallInCup,4,22609920,921.9224
BallInCup,4,23592960,926.1025
BallInCup,4,24576000,875.1997
BallInCup,4,25559040,890.6587
BallInCup,4,26542080,818.2393
BallInCup,4,27525120,885.6382
BallInCup,4,28508160,889.6060
BallInCup,4,29491200,895.5552
BallInCup,4,30474240,891.4536
BallInCup,4,31457280,895.1768
BallInCup,4,32440320,893.7827
BallInCup,4,33423360,898.1792
BallInCup,4,34406400,903.8652
BallInCup,4,35389440,904.8643
BallInCup,4,36372480,894.7446
BallInCup,4,37355520,902.9639
BallInCup,4,38338560,875.3804
BallInCup,4,39321600,901.0859
BallInCup,4,40304640,895.0317
BallInCup,4,41287680,899.2827
BallInCup,4,42270720,901.0786
BallInCup,4,43253760,905.6001
BallInCup,4,44236800,527.8320
BallInCup,4,45219840,953.7168
BallInCup,4,46202880,903.0723
BallInCup,4,47185920,905.7969
BallInCup,4,48168960,927.1680
BallInCup,4,49152000,942.1479
BallInCup,4,50135040,950.0977
BallInCup,4,51118080,920.8672
BallInCup,4,52101120,953.9224
BallInCup,4,53084160,895.3296
BallInCup,4,54067200,941.7534
BallInCup,4,55050240,925.8286
BallInCup,4,56033280,955.9487
BallInCup,4,57016320,952.2280
BallInCup,4,57999360,957.5376
BallInCup,4,58982400,956.1025
BallInCup,4,59965440,958.6313
BallInCup,4,60948480,958.4517
BallInCup,4,61931520,398.5962
BallInCup,4,62914560,934.7432
BallInCup,4,63897600,956.4766
BallInCup,4,64880640,958.6411
BallInCup,4,65863680,935.6050
BallInCup,4,66846720,910.4932
BallInCup,4,67829760,942.2568
BallInCup,4,68812800,916.1509
BallInCup,4,69795840,945.9888
BallInCup,4,70778880,953.0425
BallInCup,4,71761920,0.0000
BallInCup,4,72744960,959.4048
BallInCup,4,73728000,957.8955
BallInCup,4,74711040,958.5576
BallInCup,5,1966080,16.8901
BallInCup,5,2949120,71.3784
BallInCup,5,3932160,181.1694
BallInCup,5,4915200,280.5220
BallInCup,5,5898240,374.5400
BallInCup,5,6881280,453.3853
BallInCup,5,7864320,526.6650
BallInCup,5,8847360,584.6650
BallInCup,5,9830400,633.5308
BallInCup,5,10813440,696.3516
BallInCup,5,11796480,734.8818
BallInCup,5,12779520,768.5034
BallInCup,5,13762560,813.7354
BallInCup,5,14745600,851.6528
BallInCup,5,15728640,881.3833
BallInCup,5,16711680,902.6055
BallInCup,5,17694720,911.3794
BallInCup,5,18677760,920.4526
BallInCup,5,19660800,922.3120
BallInCup,5,20643840,926.6450
BallInCup,5,21626880,295.0737
BallInCup,5,22609920,926.9102
BallInCup,5,23592960,928.9258
BallInCup,5,24576000,927.9224
BallInCup,5,25559040,928.6855
BallInCup,5,26542080,927.4409
BallInCup,5,27525120,139.8462
BallInCup,5,28508160,928.2539
BallInCup,5,29491200,928.3477
BallInCup,5,30474240,927.4126
BallInCup,5,31457280,397.3457
BallInCup,5,32440320,927.0562
BallInCup,5,33423360,929.2983
BallInCup,5,34406400,929.5820
BallInCup,5,35389440,929.7637
BallInCup,5,36372480,927.1489
BallInCup,5,37355520,929.5132
BallInCup,5,38338560,924.1323
BallInCup,5,39321600,927.1450
BallInCup,5,40304640,928.9595
BallInCup,5,41287680,929.6924
BallInCup,5,42270720,923.7041
BallInCup,5,43253760,927.8418
BallInCup,5,44236800,918.1997
BallInCup,5,45219840,922.2671
BallInCup,5,46202880,922.4019
BallInCup,5,47185920,921.5684
BallInCup,5,48168960,923.6880
BallInCup,5,49152000,924.8345
BallInCup,5,50135040,926.4727
BallInCup,5,51118080,926.4688
BallInCup,5,52101120,928.7012
BallInCup,5,53084160,928.9199
BallInCup,5,54067200,929.3462
BallInCup,5,55050240,927.5327
BallInCup,5,56033280,928.7939
BallInCup,5,57016320,925.0308
BallInCup,5,57999360,929.1646
BallInCup,5,58982400,922.3750
BallInCup,5,59965440,928.5947
BallInCup,5,60948480,923.3130
BallInCup,5,61931520,928.9800
BallInCup,5,62914560,924.2578
BallInCup,5,63897600,929.0605
BallInCup,5,64880640,871.5591
BallInCup,5,65863680,905.4854
BallInCup,5,66846720,919.8887
BallInCup,5,67829760,927.6294
BallInCup,5,68812800,895.3022
BallInCup,5,69795840,920.8848
BallInCup,5,70778880,926.7593
BallInCup,5,71761920,928.7085
BallInCup,5,72744960,930.2236
BallInCup,5,73728000,929.6094
BallInCup,5,74711040,930.8423
