task,seed,step,reward
HopperHop,1,1966080,0.3762
HopperHop,1,2949120,0.5120
HopperHop,1,3932160,0.3748
HopperHop,1,4915200,0.5373
HopperHop,1,5898240,0.6460
HopperHop,1,6881280,0.6166
HopperHop,1,7864320,0.6002
HopperHop,1,8847360,0.5380
HopperHop,1,9830400,0.6519
HopperHop,1,10813440,0.7194
HopperHop,1,11796480,0.6297
HopperHop,1,12779520,0.6052
HopperHop,1,13762560,0.5965
HopperHop,1,14745600,0.7129
HopperHop,1,15728640,0.7850
HopperHop,1,16711680,0.8170
HopperHop,1,17694720,0.7470
HopperHop,1,18677760,0.7575
HopperHop,1,19660800,0.6330
HopperHop,1,20643840,0.7666
HopperHop,1,21626880,0.7139
HopperHop,1,22609920,0.7514
HopperHop,1,23592960,0.7398
HopperHop,1,24576000,0.5740
HopperHop,1,25559040,0.5996
HopperHop,1,26542080,0.6443
HopperHop,1,27525120,0.6634
HopperHop,1,28508160,0.8071
HopperHop,1,29491200,0.8257
HopperHop,1,30474240,0.7783
HopperHop,1,31457280,0.8318
HopperHop,1,32440320,0.8898
HopperHop,1,33423360,0.8758
HopperHop,1,34406400,0.9254
HopperHop,1,35389440,0.8364
HopperHop,1,36372480,0.7718
HopperHop,1,37355520,0.8600
HopperHop,1,38338560,0.8138
HopperHop,1,39321600,0.8510
HopperHop,1,40304640,0.9385
HopperHop,1,41287680,0.8705
HopperHop,1,42270720,0.9179
HopperHop,1,43253760,0.7387
HopperHop,1,44236800,0.9538
HopperHop,1,45219840,0.9705
HopperHop,1,46202880,0.9508
HopperHop,1,47185920,1.0205
HopperHop,1,48168960,0.9395
HopperHop,1,49152000,0.8585
HopperHop,1,50135040,0.9713
HopperHop,1,51118080,0.8383
HopperHop,1,52101120,0.9568
HopperHop,1,53084160,0.7956
HopperHop,1,54067200,0.8995
HopperHop,1,55050240,1.0258
HopperHop,1,56033280,0.8219
HopperHop,1,57016320,0.8630
HopperHop,1,57999360,0.9477
HopperHop,1,58982400,0.8728
HopperHop,1,59965440,0.8692
HopperHop,1,60948480,0.9409
HopperHop,1,61931520,0.9200
HopperHop,1,62914560,0.9434
HopperHop,1,63897600,0.8547
HopperHop,1,64880640,0.8445
HopperHop,1,65863680,0.8631
HopperHop,1,66846720,0.9188
HopperHop,1,67829760,0.8739
HopperHop,1,68812800,0.9051
HopperHop,1,69795840,0.8290
HopperHop,1,70778880,0.7963
HopperHop,1,71761920,1.0602
HopperHop,1,72744960,0.9413
HopperHop,1,73728000,0.8390
HopperHop,1,74711040,0.9061
HopperHop,2,1966080,0.0920
HopperHop,2,2949120,0.1367
HopperHop,2,3932160,0.1331
HopperHop,2,4915200,0.1907
HopperHop,2,5898240,0.1967
HopperHop,2,6881280,0.3182
HopperHop,2,7864320,0.3652
HopperHop,2,8847360,0.4038
HopperHop,2,9830400,0.4022
HopperHop,2,10813440,0.5539
HopperHop,2,11796480,0.5515
HopperHop,2,12779520,0.5432
HopperHop,2,13762560,0.7106
HopperHop,2,14745600,0.6995
HopperHop,2,15728640,0.6435
HopperHop,2,16711680,0.7180
HopperHop,2,17694720,0.6180
HopperHop,2,18677760,0.6463
HopperHop,2,19660800,0.7176
HopperHop,2,20643840,0.6705
HopperHop,2,21626880,0.6607
HopperHop,2,22609920,0.7806
HopperHop,2,23592960,0.6408
HopperHop,2,24576000,0.7629
HopperHop,2,25559040,0.6793
HopperHop,2,26542080,0.7198
HopperHop,2,27525120,0.6926
HopperHop,2,28508160,0.8175
