task,seed,step,reward
CartpoleSwingup,1,1966080,136.7775
CartpoleSwingup,1,2949120,175.2894
CartpoleSwingup,1,3932160,187.4102
CartpoleSwingup,1,4915200,194.1174
CartpoleSwingup,1,5898240,179.3839
CartpoleSwingup,1,6881280,168.7081
CartpoleSwingup,1,7864320,171.3193
CartpoleSwingup,1,8847360,192.7649
CartpoleSwingup,1,9830400,197.6537
CartpoleSwingup,1,10813440,221.9245
CartpoleSwingup,1,11796480,223.7762
CartpoleSwingup,1,12779520,229.7935
CartpoleSwingup,1,13762560,230.5351
CartpoleSwingup,1,14745600,239.7971
CartpoleSwingup,1,15728640,243.9406
CartpoleSwingup,1,16711680,248.5306
CartpoleSwingup,1,17694720,260.5583
CartpoleSwingup,1,18677760,255.2933
CartpoleSwingup,1,19660800,279.6827
CartpoleSwingup,1,20643840,260.0822
CartpoleSwingup,1,21626880,300.6997
CartpoleSwingup,1,22609920,311.2864
CartpoleSwingup,1,23592960,346.1460
CartpoleSwingup,1,24576000,365.8813
CartpoleSwingup,1,25559040,390.0815
CartpoleSwingup,1,26542080,417.6197
CartpoleSwingup,1,27525120,441.5565
CartpoleSwingup,1,28508160,557.8329
CartpoleSwingup,1,29491200,687.2214
CartpoleSwingup,1,30474240,770.4079
CartpoleSwingup,1,31457280,737.1229
CartpoleSwingup,1,32440320,772.6361
CartpoleSwingup,1,33423360,570.3205
CartpoleSwingup,1,34406400,673.6941
CartpoleSwingup,1,35389440,739.1937
CartpoleSwingup,1,36372480,635.3546
CartpoleSwingup,1,37355520,577.5323
CartpoleSwingup,1,38338560,548.5278
CartpoleSwingup,1,39321600,547.6178
CartpoleSwingup,1,40304640,518.4836
CartpoleSwingup,1,41287680,517.3910
CartpoleSwingup,1,42270720,499.7737
CartpoleSwingup,1,43253760,487.8196
CartpoleSwingup,1,44236800,479.9473
CartpoleSwingup,1,45219840,471.4502
CartpoleSwingup,1,46202880,476.0203
CartpoleSwingup,1,47185920,459.5731
CartpoleSwingup,1,48168960,468.0233
CartpoleSwingup,1,49152000,452.4617
CartpoleSwingup,1,50135040,453.2055
CartpoleSwingup,1,51118080,444.3225
CartpoleSwingup,1,52101120,440.0469
CartpoleSwingup,1,53084160,436.9133
CartpoleSwingup,1,54067200,419.2210
CartpoleSwingup,1,55050240,431.0854
CartpoleSwingup,1,56033280,423.2715
CartpoleSwingup,1,57016320,429.3380
CartpoleSwingup,1,57999360,415.0029
CartpoleSwingup,1,58982400,421.4069
CartpoleSwingup,1,59965440,413.2617
CartpoleSwingup,1,60948480,413.9534
CartpoleSwingup,1,61931520,405.5645
CartpoleSwingup,1,62914560,417.8397
CartpoleSwingup,1,63897600,405.8278
CartpoleSwingup,1,64880640,414.2990
CartpoleSwingup,1,65863680,404.8393
CartpoleSwingup,1,66846720,419.2207
CartpoleSwingup,1,67829760,413.9644
CartpoleSwingup,1,68812800,415.4902
CartpoleSwingup,1,69795840,404.5638
CartpoleSwingup,1,70778880,405.3389
CartpoleSwingup,1,71761920,412.4344
CartpoleSwingup,1,72744960,414.9619
CartpoleSwingup,1,73728000,401.4847
CartpoleSwingup,1,74711040,396.5228
CartpoleSwingup,2,1966080,129.2927
CartpoleSwingup,2,2949120,172.4822
CartpoleSwingup,2,3932160,179.6628
CartpoleSwingup,2,4915200,200.0461
CartpoleSwingup,2,5898240,188.7034
CartpoleSwingup,2,6881280,178.6730
CartpoleSwingup,2,7864320,178.8365
CartpoleSwingup,2,8847360,178.4690
CartpoleSwingup,2,9830400,187.5596
CartpoleSwingup,2,10813440,201.1123
CartpoleSwingup,2,11796480,200.9048
CartpoleSwingup,2,12779520,219.8210
CartpoleSwingup,2,13762560,227.9044
CartpoleSwingup,2,14745600,239.5933
CartpoleSwingup,2,15728640,235.2710
CartpoleSwingup,2,16711680,244.4946
