task,seed,step,reward
FishSwim,1,72744960,601.0440
FishSwim,1,73728000,596.6641
FishSwim,1,74711040,601.7968
FishSwim,2,1966080,77.4256
FishSwim,2,2949120,91.1343
FishSwim,2,3932160,98.3600
FishSwim,2,4915200,103.8620
FishSwim,2,5898240,111.3481
FishSwim,2,6881280,115.1842
FishSwim,2,7864320,115.8622
FishSwim,2,8847360,114.5503
FishSwim,2,9830400,114.5618
FishSwim,2,10813440,120.3783
FishSwim,2,11796480,120.3348
FishSwim,2,12779520,126.1101
FishSwim,2,13762560,131.5193
FishSwim,2,14745600,143.3326
FishSwim,2,15728640,155.8319
FishSwim,2,16711680,170.8555
FishSwim,2,17694720,202.8368
FishSwim,2,18677760,226.8744
FishSwim,2,19660800,251.5153
FishSwim,2,20643840,264.9571
FishSwim,2,21626880,279.7309
FishSwim,2,22609920,303.1287
FishSwim,2,23592960,314.6217
FishSwim,2,24576000,323.6228
FishSwim,2,25559040,337.2595
FishSwim,2,26542080,352.8579
FishSwim,2,27525120,358.8522
FishSwim,2,28508160,375.3425
FishSwim,2,29491200,384.1653
FishSwim,2,30474240,388.9639
FishSwim,2,31457280,403.5410
FishSwim,2,32440320,417.8484
FishSwim,2,33423360,425.9760
FishSwim,2,34406400,433.8331
FishSwim,2,35389440,450.3618
FishSwim,2,36372480,458.5531
FishSwim,2,37355520,475.0501
FishSwim,2,38338560,494.4148
FishSwim,2,39321600,500.2034
FishSwim,2,40304640,516.8995
FishSwim,2,41287680,515.0728
FishSwim,2,42270720,526.3513
FishSwim,2,43253760,531.2673
FishSwim,2,44236800,537.5103
FishSwim,2,45219840,549.5974
FishSwim,2,46202880,549.9329
FishSwim,2,47185920,564.1562
FishSwim,2,48168960,566.5280
FishSwim,2,49152000,572.5809
FishSwim,2,50135040,580.3722
FishSwim,2,51118080,588.1255
FishSwim,2,52101120,581.1278
FishSwim,2,53084160,591.6828
FishSwim,2,54067200,586.7885
FishSwim,2,55050240,593.5040
FishSwim,2,56033280,596.2202
FishSwim,2,57016320,598.5394
FishSwim,2,57999360,601.1471
FishSwim,2,58982400,608.1343
FishSwim,2,59965440,610.2900
FishSwim,2,60948480,606.1442
FishSwim,2,61931520,609.4928
FishSwim,2,62914560,617.3369
FishSwim,2,63897600,618.7551
FishSwim,2,64880640,618.1681
FishSwim,2,65863680,615.8899
FishSwim,2,66846720,613.5648
FishSwim,2,67829760,620.6868
FishSwim,2,68812800,625.6577
FishSwim,2,69795840,619.2722
FishSwim,2,70778880,620.3196
FishSwim,2,71761920,622.6122
FishSwim,2,72744960,624.0398
FishSwim,2,73728000,625.4810
FishSwim,2,74711040,629.1559
FishSwim,3,1966080,71.9874
FishSwim,3,2949120,85.2875
FishSwim,3,3932160,93.4628
FishSwim,3,4915200,100.8950
FishSwim,3,5898240,104.4189
FishSwim,3,6881280,108.5826
FishSwim,3,7864320,110.9568
FishSwim,3,8847360,113.5027
FishSwim,3,9830400,116.3865
FishSwim,3,10813440,118.6097
FishSwim,3,11796480,123.7046
FishSwim,3,12779520,128.3845
FishSwim,3,13762560,140.3674
FishSwim,3,14745600,152.5198
FishSwim,3,15728640,187.0508
FishSwim,3,16711680,225.5504
FishSwim,3,17694720,265.6317
FishSwim,3,18677760,291.6706
FishSwim,3,19660800,315.7968
FishSwim,3,20643840,339.1317
FishSwim,3,21626880,347.3677
FishSwim,3,22609920,365.2621
FishSwim,3,23592960,365.9111
FishSwim,3,24576000,385.7192
FishSwim,3,25559040,389.1562
FishSwim,3,26542080,384.8956
FishSwim,3,27525120,393.7238
FishSwim,3,28508160,408.3811
FishSwim,3,29491200,427.9528
FishSwim,3,30474240,440.1113
FishSwim,3,31457280,443.4993
FishSwim,3,32440320,457.6109
FishSwim,3,33423360,460.9286
FishSwim,3,34406400,486.9857
FishSwim,3,35389440,490.1160
FishSwim,3,36372480,506.2502
FishSwim,3,37355520,513.9759
FishSwim,3,38338560,519.2332
FishSwim,3,39321600,531.3536
FishSwim,3,40304640,542.0435
FishSwim,3,41287680,535.4313
FishSwim,3,42270720,546.9370
FishSwim,3,43253760,548.7646
FishSwim,3,44236800,556.2589
FishSwim,3,45219840,552.0032
FishSwim,3,46202880,569.4160
FishSwim,3,47185920,574.9876
FishSwim,3,48168960,576.5343
FishSwim,3,49152000,568.4089
FishSwim,3,50135040,578.0078
FishSwim,3,51118080,577.7273
FishSwim,3,52101120,578.6650
FishSwim,3,53084160,581.4832
FishSwim,3,54067200,577.3988
FishSwim,3,55050240,585.9245
FishSwim,3,56033280,580.9082
FishSwim,3,57016320,590.2771
FishSwim,3,57999360,587.2067
FishSwim,3,58982400,591.8313
FishSwim,3,59965440,591.4366
FishSwim,3,60948480,585.4902
FishSwim,3,61931520,592.9335
FishSwim,3,62914560,585.2360
FishSwim,3,63897600,591.3754
FishSwim,3,64880640,586.5131
FishSwim,3,65863680,583.9495
FishSwim,3,66846720,585.0541
FishSwim,3,67829760,584.0035
FishSwim,3,68812800,582.7213
FishSwim,3,69795840,584.3094
FishSwim,3,70778880,583.0530
FishSwim,3,71761920,582.0723
FishSwim,3,72744960,583.5813
FishSwim,3,73728000,574.9829
FishSwim,3,74711040,567.3989
FishSwim,4,1966080,76.2984
FishSwim,4,2949120,85.1501
FishSwim,4,3932160,94.4384
FishSwim,4,4915200,100.6999
FishSwim,4,5898240,107.4457
FishSwim,4,6881280,110.8006
FishSwim,4,7864320,114.3080
FishSwim,4,8847360,116.8198
FishSwim,4,9830400,120.4238
FishSwim,4,10813440,123.3738
FishSwim,4,11796480,125.2478
FishSwim,4,12779520,128.8681
FishSwim,4,13762560,134.8771
FishSwim,4,14745600,149.2421
FishSwim,4,15728640,175.8709
FishSwim,4,16711680,200.3635
FishSwim,4,17694720,239.1932
FishSwim,4,18677760,272.4479
FishSwim,4,19660800,297.7234
FishSwim,4,20643840,324.2628
FishSwim,4,21626880,345.3251
FishSwim,4,22609920,354.9076
FishSwim,4,23592960,369.6158
FishSwim,4,24576000,389.5143
FishSwim,4,25559040,402.6123
FishSwim,4,26542080,412.3339
FishSwim,4,27525120,426.1359
FishSwim,4,28508160,438.0827
FishSwim,4,29491200,440.7993
FishSwim,4,30474240,460.0029
FishSwim,4,31457280,463.9321
FishSwim,4,32440320,465.7206
FishSwim,4,33423360,474.1352
FishSwim,4,34406400,496.6424
FishSwim,4,35389440,500.3511
FishSwim,4,36372480,505.9547
FishSwim,4,37355520,519.1816
FishSwim,4,38338560,525.5856
FishSwim,4,39321600,526.3960
FishSwim,4,40304640,541.6350
FishSwim,4,41287680,545.4047
FishSwim,4,42270720,552.1869
FishSwim,4,43253760,557.9513
FishSwim,4,44236800,571.8229
FishSwim,4,45219840,578.8452
FishSwim,4,46202880,585.9563
FishSwim,4,47185920,580.9344
FishSwim,4,48168960,579.4771
FishSwim,4,49152000,574.6426
FishSwim,4,50135040,569.5895
FishSwim,4,51118080,587.2710
FishSwim,4,52101120,585.5383
FishSwim,4,53084160,587.8503
FishSwim,4,54067200,583.1385
FishSwim,4,55050240,582.4489
FishSwim,4,56033280,593.8928
FishSwim,4,57016320,590.7363
FishSwim,4,57999360,583.8931
FishSwim,4,58982400,584.0221
FishSwim,4,59965440,592.6927
FishSwim,4,60948480,593.8331
FishSwim,4,61931520,590.2045
FishSwim,4,62914560,588.9196
FishSwim,4,63897600,594.8776
FishSwim,4,64880640,588.5021
FishSwim,4,65863680,597.5103
FishSwim,4,66846720,596.6003
FishSwim,4,67829760,594.2262
FishSwim,4,68812800,603.4713
FishSwim,4,69795840,613.9370
FishSwim,4,70778880,613.6193
FishSwim,4,71761920,623.6270
FishSwim,4,72744960,621.0897
FishSwim,4,73728000,621.9935
FishSwim,4,74711040,621.7928
FishSwim,5,1966080,85.3062
FishSwim,5,2949120,94.8977
FishSwim,5,3932160,100.2079
FishSwim,5,4915200,104.8458
FishSwim,5,5898240,108.2327
FishSwim,5,6881280,110.8184
FishSwim,5,7864320,113.5878
FishSwim,5,8847360,119.0747
FishSwim,5,9830400,117.0558
FishSwim,5,10813440,119.6585
FishSwim,5,11796480,124.9028
FishSwim,5,12779520,124.7695
FishSwim,5,13762560,128.8525
FishSwim,5,14745600,125.3932
FishSwim,5,15728640,131.6642
FishSwim,5,16711680,140.8893
FishSwim,5,17694720,145.3723
FishSwim,5,18677760,164.1049
FishSwim,5,19660800,181.4957
FishSwim,5,20643840,207.4449
FishSwim,5,21626880,224.2951
FishSwim,5,22609920,249.4835
FishSwim,5,23592960,265.9416
FishSwim,5,24576000,291.0597
FishSwim,5,25559040,303.8828
FishSwim,5,26542080,328.4807
FishSwim,5,27525120,340.2202
FishSwim,5,28508160,358.6360
FishSwim,5,29491200,366.4063
FishSwim,5,30474240,395.1251
FishSwim,5,31457280,406.2194
FishSwim,5,32440320,420.2581
FishSwim,5,33423360,419.2976
FishSwim,5,34406400,435.3598
FishSwim,5,35389440,444.9630
FishSwim,5,36372480,453.9755
FishSwim,5,37355520,442.3255
FishSwim,5,38338560,447.9831
FishSwim,5,39321600,442.8242
FishSwim,5,40304640,449.3303
FishSwim,5,41287680,459.9313
FishSwim,5,42270720,462.4931
FishSwim,5,43253760,485.8821
FishSwim,5,44236800,482.7356
FishSwim,5,45219840,485.0405
FishSwim,5,46202880,504.8927
FishSwim,5,47185920,504.5812
FishSwim,5,48168960,505.0019
FishSwim,5,49152000,507.8983
FishSwim,5,50135040,516.2119
FishSwim,5,51118080,514.8901
FishSwim,5,52101120,517.8358
FishSwim,5,53084160,513.5941
FishSwim,5,54067200,525.7581
FishSwim,5,55050240,527.4197
FishSwim,5,56033280,525.5103
FishSwim,5,57016320,547.3128
FishSwim,5,57999360,554.9434
FishSwim,5,58982400,561.1721
FishSwim,5,59965440,568.1884
FishSwim,5,60948480,565.7845
FishSwim,5,61931520,565.2798
FishSwim,5,62914560,570.8908
FishSwim,5,63897600,569.1954
FishSwim,5,64880640,575.5800
FishSwim,5,65863680,594.9626
FishSwim,5,66846720,591.2854
FishSwim,5,67829760,595.2975
FishSwim,5,68812800,602.9037
FishSwim,5,69795840,608.6844
FishSwim,5,70778880,602.2296
FishSwim,5,71761920,599.8489
FishSwim,5,72744960,602.9406
FishSwim,5,73728000,608.2028
FishSwim,5,74711040,611.2752
