task,seed,step,reward
CheetahRun,1,1966080,36.3028
CheetahRun,1,2949120,61.9520
CheetahRun,1,3932160,83.2511
CheetahRun,1,4915200,105.0842
CheetahRun,1,5898240,118.0879
CheetahRun,1,6881280,139.8096
CheetahRun,1,7864320,154.8625
CheetahRun,1,8847360,173.6094
CheetahRun,1,9830400,189.7064
CheetahRun,1,10813440,209.2984
CheetahRun,1,11796480,226.9946
CheetahRun,1,12779520,246.9620
CheetahRun,1,13762560,260.6573
CheetahRun,1,14745600,277.5093
CheetahRun,1,15728640,291.1444
CheetahRun,1,16711680,304.7946
CheetahRun,1,17694720,328.8858
CheetahRun,1,18677760,352.5441
CheetahRun,1,19660800,380.1447
CheetahRun,1,20643840,412.3828
CheetahRun,1,21626880,433.2463
CheetahRun,1,22609920,454.6901
CheetahRun,1,23592960,473.3857
CheetahRun,1,24576000,485.4772
CheetahRun,1,25559040,506.5277
CheetahRun,1,26542080,520.0894
CheetahRun,1,27525120,541.9827
CheetahRun,1,28508160,567.5598
CheetahRun,1,29491200,588.8597
CheetahRun,1,30474240,606.5236
CheetahRun,1,31457280,626.0692
CheetahRun,1,32440320,645.3000
CheetahRun,1,33423360,665.0836
CheetahRun,1,34406400,680.9399
CheetahRun,1,35389440,696.3597
CheetahRun,1,36372480,705.0461
CheetahRun,1,37355520,718.6349
CheetahRun,1,38338560,732.7775
CheetahRun,1,39321600,745.6633
CheetahRun,1,40304640,755.7944
CheetahRun,1,41287680,767.8279
CheetahRun,1,42270720,777.5103
CheetahRun,1,43253760,786.5253
CheetahRun,1,44236800,796.6046
CheetahRun,1,45219840,807.1588
CheetahRun,1,46202880,811.5909
CheetahRun,1,47185920,813.1700
CheetahRun,1,48168960,824.7421
CheetahRun,1,49152000,828.1388
CheetahRun,1,50135040,837.9341
CheetahRun,1,51118080,843.9590
CheetahRun,1,52101120,852.6243
CheetahRun,1,53084160,857.7363
CheetahRun,1,54067200,862.9547
CheetahRun,1,55050240,867.5566
CheetahRun,1,56033280,875.6278
CheetahRun,1,57016320,878.1417
CheetahRun,1,57999360,879.2482
CheetahRun,1,58982400,871.8213
CheetahRun,1,59965440,882.2474
CheetahRun,1,60948480,612.5122
CheetahRun,1,61931520,886.9460
CheetahRun,1,62914560,888.8145
CheetahRun,1,63897600,889.4315
CheetahRun,1,64880640,890.3690
CheetahRun,1,65863680,888.9935
CheetahRun,1,66846720,890.0686
CheetahRun,1,67829760,834.4471
CheetahRun,1,68812800,887.3314
CheetahRun,1,69795840,892.7555
CheetahRun,1,70778880,896.9446
CheetahRun,1,71761920,341.1665
CheetahRun,1,72744960,897.2543
CheetahRun,1,73728000,278.2410
CheetahRun,1,74711040,898.9080
CheetahRun,2,1966080,68.5976
CheetahRun,2,2949120,103.1514
CheetahRun,2,3932160,121.8417
CheetahRun,2,4915200,139.4558
CheetahRun,2,5898240,150.0828
CheetahRun,2,6881280,166.5188
CheetahRun,2,7864320,180.5931
CheetahRun,2,8847360,199.0483
CheetahRun,2,9830400,213.3006
CheetahRun,2,10813440,230.5085
CheetahRun,2,11796480,248.4209
CheetahRun,2,12779520,269.5161
CheetahRun,2,13762560,293.4429
CheetahRun,2,14745600,319.3392
CheetahRun,2,15728640,341.3554
CheetahRun,2,16711680,362.2732
CheetahRun,2,17694720,385.5814
CheetahRun,2,18677760,404.8315
CheetahRun,2,19660800,425.6646
CheetahRun,2,20643840,440.9376
CheetahRun,2,21626880,461.4192
CheetahRun,2,22609920,481.4491
CheetahRun,2,23592960,496.7228
CheetahRun,2,24576000,511.6548
CheetahRun,2,25559040,533.3313
CheetahRun,2,26542080,549.9274
CheetahRun,2,27525120,567.8334
CheetahRun,2,28508160,584.3303
CheetahRun,2,29491200,603.0544
CheetahRun,2,30474240,620.2712
CheetahRun,2,31457280,633.4053
CheetahRun,2,32440320,646.9205
CheetahRun,2,33423360,662.6369
CheetahRun,2,34406400,672.4473
CheetahRun,2,35389440,686.0447
CheetahRun,2,36372480,692.8199
CheetahRun,2,37355520,706.1677
CheetahRun,2,38338560,714.3506
CheetahRun,2,39321600,723.3299
CheetahRun,2,40304640,730.8911
CheetahRun,2,41287680,742.4353
CheetahRun,2,42270720,745.2214
CheetahRun,2,43253760,748.7708
CheetahRun,2,44236800,758.7608
CheetahRun,2,45219840,761.0435
CheetahRun,2,46202880,770.0779
CheetahRun,2,47185920,771.5686
CheetahRun,2,48168960,778.3536
CheetahRun,2,49152000,781.7377
CheetahRun,2,50135040,788.6921
CheetahRun,2,51118080,792.6572
CheetahRun,2,52101120,799.5964
CheetahRun,2,53084160,800.3121
CheetahRun,2,54067200,809.5295
CheetahRun,2,55050240,809.3272
CheetahRun,2,56033280,815.3536
CheetahRun,2,57016320,817.2164
CheetahRun,2,57999360,827.7473
CheetahRun,2,58982400,831.3544
CheetahRun,2,59965440,836.2213
CheetahRun,2,60948480,838.9548
CheetahRun,2,61931520,843.2512
CheetahRun,2,62914560,843.2266
CheetahRun,2,63897600,846.5908
CheetahRun,2,64880640,845.7484
CheetahRun,2,65863680,850.3394
CheetahRun,2,66846720,855.0697
CheetahRun,2,67829760,858.3353
CheetahRun,2,68812800,860.9579
CheetahRun,2,69795840,863.6371
CheetahRun,2,70778880,866.5717
CheetahRun,2,71761920,869.5883
CheetahRun,2,72744960,871.6002
CheetahRun,2,73728000,868.1436
CheetahRun,2,74711040,874.9247
CheetahRun,3,1966080,55.2682
CheetahRun,3,2949120,86.3417
CheetahRun,3,3932160,107.6782
CheetahRun,3,4915200,127.7794
CheetahRun,3,5898240,144.1698
CheetahRun,3,6881280,168.8177
CheetahRun,3,7864320,192.7877
CheetahRun,3,8847360,224.2072
CheetahRun,3,9830400,257.9131
CheetahRun,3,10813440,291.9550
CheetahRun,3,11796480,329.9852
CheetahRun,3,12779520,369.6784
CheetahRun,3,13762560,407.1165
CheetahRun,3,14745600,436.7907
CheetahRun,3,15728640,468.6735
CheetahRun,3,16711680,498.8873
CheetahRun,3,17694720,524.1115
CheetahRun,3,18677760,546.3900
CheetahRun,3,19660800,563.4860
CheetahRun,3,20643840,585.4508
CheetahRun,3,21626880,596.3462
CheetahRun,3,22609920,618.3821
CheetahRun,3,23592960,635.8947
CheetahRun,3,24576000,651.7691
CheetahRun,3,25559040,673.2828
CheetahRun,3,26542080,682.2336
CheetahRun,3,27525120,703.4280
CheetahRun,3,28508160,719.2809
CheetahRun,3,29491200,734.1846
CheetahRun,3,30474240,743.4485
CheetahRun,3,31457280,755.4303
CheetahRun,3,32440320,766.1154
CheetahRun,3,33423360,779.1406
CheetahRun,3,34406400,788.4476
CheetahRun,3,35389440,797.8256
CheetahRun,3,36372480,806.1071
CheetahRun,3,37355520,817.1016
CheetahRun,3,38338560,823.1215
CheetahRun,3,39321600,831.1329
CheetahRun,3,40304640,836.2946
CheetahRun,3,41287680,845.5670
CheetahRun,3,42270720,845.5251
CheetahRun,3,43253760,849.1124
CheetahRun,3,44236800,851.1482
CheetahRun,3,45219840,855.3107
CheetahRun,3,46202880,864.6505
CheetahRun,3,47185920,875.5471
CheetahRun,3,48168960,877.7199
CheetahRun,3,49152000,868.0742
CheetahRun,3,50135040,876.1566
CheetahRun,3,51118080,876.2225
CheetahRun,3,52101120,883.8489
CheetahRun,3,53084160,882.0612
CheetahRun,3,54067200,891.8670
CheetahRun,3,55050240,623.8442
CheetahRun,3,56033280,891.4039
CheetahRun,3,57016320,662.3463
CheetahRun,3,57999360,883.9576
CheetahRun,3,58982400,888.3145
CheetahRun,3,59965440,891.2805
CheetahRun,3,60948480,893.1614
CheetahRun,3,61931520,895.9960
CheetahRun,3,62914560,896.2319
CheetahRun,3,63897600,898.5063
CheetahRun,3,64880640,887.1873
CheetahRun,3,65863680,895.6244
CheetahRun,3,66846720,897.4683
CheetahRun,3,67829760,899.9407
CheetahRun,3,68812800,897.6974
CheetahRun,3,69795840,898.6797
CheetahRun,3,70778880,902.1785
CheetahRun,3,71761920,185.5900
CheetahRun,3,72744960,901.8265
CheetahRun,3,73728000,4.2781
CheetahRun,3,74711040,903.0172
CheetahRun,4,1966080,48.6352
CheetahRun,4,2949120,77.4405
CheetahRun,4,3932160,95.9371
CheetahRun,4,4915200,114.6228
CheetahRun,4,5898240,129.6344
CheetahRun,4,6881280,153.4432
CheetahRun,4,7864320,176.1139
CheetahRun,4,8847360,202.9696
CheetahRun,4,9830400,229.9425
CheetahRun,4,10813440,256.5953
CheetahRun,4,11796480,287.6974
CheetahRun,4,12779520,319.1535
CheetahRun,4,13762560,348.3239
CheetahRun,4,14745600,376.0097
CheetahRun,4,15728640,407.0750
CheetahRun,4,16711680,431.8872
CheetahRun,4,17694720,458.1177
CheetahRun,4,18677760,482.9321
CheetahRun,4,19660800,504.4120
CheetahRun,4,20643840,525.2938
CheetahRun,4,21626880,542.8148
CheetahRun,4,22609920,557.8281
CheetahRun,4,23592960,574.7250
CheetahRun,4,24576000,587.1793
CheetahRun,4,25559040,607.6827
CheetahRun,4,26542080,615.8919
CheetahRun,4,27525120,630.1491
CheetahRun,4,28508160,641.9784
CheetahRun,4,29491200,654.2977
CheetahRun,4,30474240,661.5538
CheetahRun,4,31457280,675.4174
CheetahRun,4,32440320,688.3900
CheetahRun,4,33423360,693.2592
CheetahRun,4,34406400,704.0345
CheetahRun,4,35389440,713.8875
CheetahRun,4,36372480,723.8328
CheetahRun,4,37355520,731.4895
CheetahRun,4,38338560,741.0547
CheetahRun,4,39321600,751.8099
CheetahRun,4,40304640,760.2924
CheetahRun,4,41287680,771.5342
CheetahRun,4,42270720,774.2241
CheetahRun,4,43253760,784.6956
CheetahRun,4,44236800,790.1102
CheetahRun,4,45219840,801.7421
CheetahRun,4,46202880,808.8975
CheetahRun,4,47185920,814.3154
CheetahRun,4,48168960,818.1879
CheetahRun,4,49152000,822.6115
CheetahRun,4,50135040,829.7915
CheetahRun,4,51118080,835.4738
CheetahRun,4,52101120,841.5387
CheetahRun,4,53084160,845.8272
CheetahRun,4,54067200,847.4247
CheetahRun,4,55050240,854.8082
CheetahRun,4,56033280,861.1638
CheetahRun,4,57016320,551.6350
CheetahRun,4,57999360,866.2531
CheetahRun,4,58982400,868.0583
CheetahRun,4,59965440,872.9061
CheetahRun,4,60948480,874.3728
CheetahRun,4,61931520,877.5177
CheetahRun,4,62914560,872.3340
CheetahRun,4,63897600,877.9048
CheetahRun,4,64880640,878.8400
CheetahRun,4,65863680,880.2458
CheetahRun,4,66846720,881.8130
CheetahRun,4,67829760,882.9128
CheetahRun,4,68812800,882.6132
CheetahRun,4,69795840,882.1412
CheetahRun,4,70778880,884.7889
CheetahRun,4,71761920,877.2578
CheetahRun,4,72744960,881.1583
CheetahRun,4,73728000,883.0814
CheetahRun,4,74711040,886.7661
CheetahRun,5,1966080,39.4380
CheetahRun,5,2949120,70.3993
CheetahRun,5,3932160,97.0796
CheetahRun,5,4915200,104.6241
CheetahRun,5,5898240,110.3614
CheetahRun,5,6881280,123.4446
CheetahRun,5,7864320,139.6041
CheetahRun,5,8847360,168.6303
CheetahRun,5,9830400,197.8932
CheetahRun,5,10813440,231.7862
CheetahRun,5,11796480,267.7153
CheetahRun,5,12779520,305.9496
CheetahRun,5,13762560,345.5736
CheetahRun,5,14745600,379.2349
CheetahRun,5,15728640,411.7441
CheetahRun,5,16711680,440.6412
CheetahRun,5,17694720,470.0523
CheetahRun,5,18677760,496.9482
CheetahRun,5,19660800,524.9033
CheetahRun,5,20643840,547.6993
CheetahRun,5,21626880,566.1638
CheetahRun,5,22609920,584.5205
CheetahRun,5,23592960,601.3452
CheetahRun,5,24576000,616.2578
CheetahRun,5,25559040,635.5678
CheetahRun,5,26542080,646.7761
CheetahRun,5,27525120,662.0497
CheetahRun,5,28508160,674.3121
CheetahRun,5,29491200,687.6412
CheetahRun,5,30474240,696.9392
CheetahRun,5,31457280,707.9285
CheetahRun,5,32440320,716.2874
CheetahRun,5,33423360,726.1711
CheetahRun,5,34406400,734.4248
CheetahRun,5,35389440,746.3923
CheetahRun,5,36372480,754.0775
CheetahRun,5,37355520,764.1631
CheetahRun,5,38338560,770.7269
CheetahRun,5,39321600,779.4730
CheetahRun,5,40304640,785.6315
CheetahRun,5,41287680,792.3539
CheetahRun,5,42270720,799.9393
CheetahRun,5,43253760,805.9772
CheetahRun,5,44236800,813.4592
CheetahRun,5,45219840,814.0059
CheetahRun,5,46202880,821.3384
CheetahRun,5,47185920,280.8439
CheetahRun,5,48168960,818.7346
CheetahRun,5,49152000,819.0578
CheetahRun,5,50135040,824.6469
CheetahRun,5,51118080,822.0098
CheetahRun,5,52101120,832.0885
CheetahRun,5,53084160,834.9723
CheetahRun,5,54067200,842.1628
CheetahRun,5,55050240,842.3763
CheetahRun,5,56033280,845.7056
CheetahRun,5,57016320,437.8987
CheetahRun,5,57999360,844.7763
CheetahRun,5,58982400,850.0679
CheetahRun,5,59965440,855.8011
CheetahRun,5,60948480,857.8367
CheetahRun,5,61931520,862.6206
CheetahRun,5,62914560,865.4825
CheetahRun,5,63897600,867.2231
CheetahRun,5,64880640,866.8160
CheetahRun,5,65863680,870.0387
CheetahRun,5,66846720,871.0613
CheetahRun,5,67829760,873.6145
CheetahRun,5,68812800,873.6998
CheetahRun,5,69795840,573.2974
CheetahRun,5,70778880,872.6199
CheetahRun,5,71761920,869.8363
CheetahRun,5,72744960,872.4555
CheetahRun,5,73728000,178.5152
CheetahRun,5,74711040,866.1196
CheetahRun,1,1966080,39.3156
CheetahRun,1,2949120,62.9304
