task,seed,step,reward
AcrobotSwingup,2,62914560,95.2535
AcrobotSwingup,2,63897600,100.8682
AcrobotSwingup,2,64880640,100.1859
AcrobotSwingup,2,65863680,94.3488
AcrobotSwingup,2,66846720,99.9411
AcrobotSwingup,2,67829760,97.6980
AcrobotSwingup,2,68812800,107.2450
AcrobotSwingup,2,69795840,103.0784
AcrobotSwingup,2,70778880,106.7229
AcrobotSwingup,2,71761920,106.7041
AcrobotSwingup,2,72744960,104.6859
AcrobotSwingup,2,73728000,109.5091
AcrobotSwingup,2,74711040,107.0099
AcrobotSwingup,3,1966080,3.8059
AcrobotSwingup,3,2949120,3.6362
AcrobotSwingup,3,3932160,4.8490
AcrobotSwingup,3,4915200,4.5841
AcrobotSwingup,3,5898240,5.7481
AcrobotSwingup,3,6881280,6.5907
AcrobotSwingup,3,7864320,7.0566
AcrobotSwingup,3,8847360,7.9949
AcrobotSwingup,3,9830400,9.7834
AcrobotSwingup,3,10813440,10.3018
AcrobotSwingup,3,11796480,10.5044
AcrobotSwingup,3,12779520,12.1172
AcrobotSwingup,3,13762560,14.2052
AcrobotSwingup,3,14745600,13.9775
AcrobotSwingup,3,15728640,16.9791
AcrobotSwingup,3,16711680,17.3373
AcrobotSwingup,3,17694720,18.4672
AcrobotSwingup,3,18677760,20.9873
AcrobotSwingup,3,19660800,25.1167
AcrobotSwingup,3,20643840,29.7335
AcrobotSwingup,3,21626880,30.5008
AcrobotSwingup,3,22609920,34.9657
AcrobotSwingup,3,23592960,39.2044
AcrobotSwingup,3,24576000,38.3007
AcrobotSwingup,3,25559040,44.1862
AcrobotSwingup,3,26542080,48.6619
AcrobotSwingup,3,27525120,48.3846
AcrobotSwingup,3,28508160,50.6394
AcrobotSwingup,3,29491200,54.1856
AcrobotSwingup,3,30474240,51.7988
AcrobotSwingup,3,31457280,55.4348
AcrobotSwingup,3,32440320,55.9995
AcrobotSwingup,3,33423360,58.5035
AcrobotSwingup,3,34406400,58.9281
AcrobotSwingup,3,35389440,59.2830
AcrobotSwingup,3,36372480,66.0045
AcrobotSwingup,3,37355520,67.2126
AcrobotSwingup,3,38338560,68.6249
AcrobotSwingup,3,39321600,73.7949
AcrobotSwingup,3,40304640,74.6908
AcrobotSwingup,3,41287680,74.0557
AcrobotSwingup,3,42270720,76.4181
AcrobotSwingup,3,43253760,80.0231
AcrobotSwingup,3,44236800,83.3571
AcrobotSwingup,3,45219840,79.9844
AcrobotSwingup,3,46202880,85.7246
AcrobotSwingup,3,47185920,86.1890
AcrobotSwingup,3,48168960,87.0887
AcrobotSwingup,3,49152000,88.2901
AcrobotSwingup,3,50135040,91.9397
AcrobotSwingup,3,51118080,91.6623
AcrobotSwingup,3,52101120,92.2151
AcrobotSwingup,3,53084160,93.0442
AcrobotSwingup,3,54067200,98.9414
AcrobotSwingup,3,55050240,99.7961
AcrobotSwingup,3,56033280,96.7146
AcrobotSwingup,3,57016320,95.6268
AcrobotSwingup,3,57999360,98.1863
AcrobotSwingup,3,58982400,96.1418
AcrobotSwingup,3,59965440,96.2724
AcrobotSwingup,3,60948480,94.6846
AcrobotSwingup,3,61931520,95.7985
AcrobotSwingup,3,62914560,99.2488
AcrobotSwingup,3,63897600,103.9802
AcrobotSwingup,3,64880640,98.9213
AcrobotSwingup,3,65863680,102.8000
AcrobotSwingup,3,66846720,103.7699
AcrobotSwingup,3,67829760,101.9799
AcrobotSwingup,3,68812800,104.8626
AcrobotSwingup,3,69795840,101.6438
AcrobotSwingup,3,70778880,104.8896
AcrobotSwingup,3,71761920,103.6216
AcrobotSwingup,3,72744960,107.6955
AcrobotSwingup,3,73728000,105.3010
AcrobotSwingup,3,74711040,109.1673
AcrobotSwingup,4,1966080,3.6560
AcrobotSwingup,4,2949120,4.2219
AcrobotSwingup,4,3932160,4.6579
AcrobotSwingup,4,4915200,5.6161
AcrobotSwingup,4,5898240,5.7980
AcrobotSwingup,4,6881280,6.0783
AcrobotSwingup,4,7864320,7.3496
AcrobotSwingup,4,8847360,9.0108
AcrobotSwingup,4,9830400,9.1006
AcrobotSwingup,4,10813440,10.7898
AcrobotSwingup,4,11796480,11.5837
AcrobotSwingup,4,12779520,11.9088
AcrobotSwingup,4,13762560,13.6588
AcrobotSwingup,4,14745600,15.7135
AcrobotSwingup,4,15728640,16.1458
AcrobotSwingup,4,16711680,19.4373
AcrobotSwingup,4,17694720,20.8179
AcrobotSwingup,4,18677760,22.1893
AcrobotSwingup,4,19660800,27.5321
AcrobotSwingup,4,20643840,29.8531
AcrobotSwingup,4,21626880,31.2092
AcrobotSwingup,4,22609920,33.6704
AcrobotSwingup,4,23592960,37.7889
AcrobotSwingup,4,24576000,39.9416
AcrobotSwingup,4,25559040,40.8540
AcrobotSwingup,4,26542080,43.2285
AcrobotSwingup,4,27525120,41.6937
AcrobotSwingup,4,28508160,46.4651
AcrobotSwingup,4,29491200,47.2664
AcrobotSwingup,4,30474240,48.2851
AcrobotSwingup,4,31457280,50.2433
AcrobotSwingup,4,32440320,51.6421
AcrobotSwingup,4,33423360,52.5454
AcrobotSwingup,4,34406400,55.5694
AcrobotSwingup,4,35389440,58.4129
AcrobotSwingup,4,36372480,58.4867
AcrobotSwingup,4,37355520,61.4500
AcrobotSwingup,4,38338560,65.0705
AcrobotSwingup,4,39321600,63.9649
AcrobotSwingup,4,40304640,66.3563
AcrobotSwingup,4,41287680,68.1274
AcrobotSwingup,4,42270720,69.8945
AcrobotSwingup,4,43253760,67.2067
AcrobotSwingup,4,44236800,72.6198
AcrobotSwingup,4,45219840,73.5482
AcrobotSwingup,4,46202880,75.6249
AcrobotSwingup,4,47185920,79.1375
AcrobotSwingup,4,48168960,75.3492
AcrobotSwingup,4,49152000,81.5904
AcrobotSwingup,4,50135040,84.1009
AcrobotSwingup,4,51118080,81.1776
AcrobotSwingup,4,52101120,85.6972
AcrobotSwingup,4,53084160,86.0807
AcrobotSwingup,4,54067200,83.4138
AcrobotSwingup,4,55050240,84.2608
AcrobotSwingup,4,56033280,89.6695
AcrobotSwingup,4,57016320,88.5882
AcrobotSwingup,4,57999360,87.5341
AcrobotSwingup,4,58982400,89.0433
AcrobotSwingup,4,59965440,88.0885
AcrobotSwingup,4,60948480,92.2569
AcrobotSwingup,4,61931520,91.3227
AcrobotSwingup,4,62914560,90.2830
AcrobotSwingup,4,63897600,89.6448
AcrobotSwingup,4,64880640,94.6972
AcrobotSwingup,4,65863680,94.1178
AcrobotSwingup,4,66846720,99.1808
AcrobotSwingup,4,67829760,93.3684
AcrobotSwingup,4,68812800,97.6689
AcrobotSwingup,4,69795840,95.8908
AcrobotSwingup,4,70778880,100.5293
AcrobotSwingup,4,71761920,102.2661
AcrobotSwingup,4,72744960,101.3488
AcrobotSwingup,4,73728000,100.5514
AcrobotSwingup,4,74711040,101.0876
AcrobotSwingup,5,1966080,3.9013
AcrobotSwingup,5,2949120,4.6856
AcrobotSwingup,5,3932160,4.5034
AcrobotSwingup,5,4915200,4.7232
AcrobotSwingup,5,5898240,6.0072
AcrobotSwingup,5,6881280,5.9217
AcrobotSwingup,5,7864320,7.6690
AcrobotSwingup,5,8847360,6.8648
AcrobotSwingup,5,9830400,8.8221
AcrobotSwingup,5,10813440,10.7342
AcrobotSwingup,5,11796480,10.4728
AcrobotSwingup,5,12779520,12.0641
AcrobotSwingup,5,13762560,12.8570
AcrobotSwingup,5,14745600,14.9956
AcrobotSwingup,5,15728640,17.8168
AcrobotSwingup,5,16711680,22.0644
AcrobotSwingup,5,17694720,21.7830
AcrobotSwingup,5,18677760,23.8925
AcrobotSwingup,5,19660800,26.0817
AcrobotSwingup,5,20643840,26.6531
AcrobotSwingup,5,21626880,32.5988
AcrobotSwingup,5,22609920,35.5740
AcrobotSwingup,5,23592960,34.0826
AcrobotSwingup,5,24576000,37.1039
AcrobotSwingup,5,25559040,39.1301
AcrobotSwingup,5,26542080,38.9628
AcrobotSwingup,5,27525120,42.4839
AcrobotSwingup,5,28508160,45.2157
AcrobotSwingup,5,29491200,47.2127
AcrobotSwingup,5,30474240,46.6515
AcrobotSwingup,5,31457280,47.0804
AcrobotSwingup,5,32440320,47.7840
AcrobotSwingup,5,33423360,52.3361
AcrobotSwingup,5,34406400,51.0935
AcrobotSwingup,5,35389440,54.8113
AcrobotSwingup,5,36372480,57.4661
AcrobotSwingup,5,37355520,57.6082
AcrobotSwingup,5,38338560,64.1426
AcrobotSwingup,5,39321600,66.0002
AcrobotSwingup,5,40304640,66.2789
AcrobotSwingup,5,41287680,68.3597
AcrobotSwingup,5,42270720,72.2002
AcrobotSwingup,5,43253760,71.7669
AcrobotSwingup,5,44236800,78.0452
AcrobotSwingup,5,45219840,76.1143
AcrobotSwingup,5,46202880,80.6112
AcrobotSwingup,5,47185920,77.3967
AcrobotSwingup,5,48168960,81.1874
AcrobotSwingup,5,49152000,80.3451
AcrobotSwingup,5,50135040,80.9550
AcrobotSwingup,5,51118080,80.9765
AcrobotSwingup,5,52101120,83.5665
AcrobotSwingup,5,53084160,85.0913
AcrobotSwingup,5,54067200,84.3945
AcrobotSwingup,5,55050240,88.2672
AcrobotSwingup,5,56033280,89.1925
AcrobotSwingup,5,57016320,88.9002
AcrobotSwingup,5,57999360,92.6442
AcrobotSwingup,5,58982400,92.7518
AcrobotSwingup,5,59965440,96.6660
AcrobotSwingup,5,60948480,91.1930
AcrobotSwingup,5,61931520,95.4395
AcrobotSwingup,5,62914560,98.0786
AcrobotSwingup,5,63897600,96.4670
AcrobotSwingup,5,64880640,102.5067
AcrobotSwingup,5,65863680,100.2985
AcrobotSwingup,5,66846720,101.4808
AcrobotSwingup,5,67829760,106.0030
AcrobotSwingup,5,68812800,103.6444
AcrobotSwingup,5,69795840,102.4271
AcrobotSwingup,5,70778880,103.7808
AcrobotSwingup,5,71761920,108.2488
AcrobotSwingup,5,72744960,104.3236
AcrobotSwingup,5,73728000,104.7475
AcrobotSwingup,5,74711040,102.3054
