]633;E;echo "step,reward,seed";80228c03-c73c-4d45-9e43-65f79520c31a]633;Cstep,reward,seed
100000,0.0,42
200000,0.0,42
300000,1.5,42
400000,10.4,42
500000,36.0,42
600000,70.8,42
700000,24.2,42
800000,55.7,42
900000,21.3,42
1000000,123.8,42
1100000,106.1,42
1200000,119.0,42
1300000,108.9,42
1400000,93.1,42
1500000,125.3,42
1600000,150.2,42
1700000,104.2,42
1800000,120.3,42
1900000,141.4,42
2000000,155.6,42
